,Teks_Clean,Teks_Clean2,Tokeniz,baku_text,stemmed_content,label
48,rt lautan manusia sambut capres nomor urut  anies baswedan saat laksanakan giat kampanye ke bone sulawesi selatan sulsel rabu  anies bertemu dengan masyarakat bone di lapangan sepak bola cina kampanye kali ini cukup spesial lantaran ditemani oleh eks wakil presiden jusuf kalla jk melihat lautan manusia yang antusias menyapa anies ini pun membuat dia merasa takjub dan menegaskan bahwa uang tidak dapat mengobarkan semangat seperti ini simak berita selengkapnya di  hardnewspolitik newsone cariberitaditvone  aniesbaswedan kampanye viralbone  politik kamikabarkanandaputuskan maumemilih tvonetvpemilu,lautan manusia sambut nomor laksanakan giat kampanye bone sulawesi selatan sulsel rabu bertemu masyarakat bone lapangan sepak bola cina kampanye kali spesial lantaran ditemani eks wakil jusuf kalla jk lautan manusia antusias menyapa takjub uang mengobarkan semangat simak berita selengkapnya hardnewspolitik newsone cariberitaditvone kampanye viralbone politik kamikabarkanandaputuskan maumemilih tvonetvpemilu,"['lautan', 'manusia', 'sambut', 'nomor', 'laksanakan', 'giat', 'kampanye', 'bone', 'sulawesi', 'selatan', 'sulsel', 'rabu', 'bertemu', 'masyarakat', 'bone', 'lapangan', 'sepak', 'bola', 'cina', 'kampanye', 'kali', 'spesial', 'lantaran', 'ditemani', 'eks', 'wakil', 'jusuf', 'kalla', 'jk', 'lautan', 'manusia', 'antusias', 'menyapa', 'takjub', 'uang', 'mengobarkan', 'semangat', 'simak', 'berita', 'selengkapnya', 'hardnewspolitik', 'newsone', 'cariberitaditvone', 'kampanye', 'viralbone', 'politik', 'kamikabarkanandaputuskan', 'maumemilih', 'tvonetvpemilu']","['lautan', 'manusia', 'sambut', 'nomor', 'laksanakan', 'giat', 'kampanye', 'bone', 'sulawesi', 'selatan', 'sulsel', 'rabu', 'bertemu', 'masyarakat', 'bone', 'lapangan', 'sepak', 'bola', 'cina', 'kampanye', 'kali', 'spesial', 'lantaran', 'ditemani', 'eks', 'wakil', 'jusuf', 'kalla', 'jika', 'lautan', 'manusia', 'antusias', 'menyapa', 'takjub', 'uang', 'mengobarkan', 'semangat', 'simak', 'berita', 'selengkapnya', 'hardnewspolitik', 'newsone', 'cariberitaditvone', 'kampanye', 'viralbone', 'politik', 'kamikabarkanandaputuskan', 'maumemilih', 'tvonetvpemilu']",laut manusia sambut nomor laksana giat kampanye bone sulawesi selatan sulsel rabu temu masyarakat bone lapang sepak bola cina kampanye kali spesial lantar tani eks wakil jusuf kalla jika laut manusia antusias sapa takjub uang obar semangat simak berita lengkap hardnewspolitik newsone cariberitaditvone kampanye viralbone politik kamikabarkanandaputuskan maumemilih tvonetvpemilu,Politik
49,rt baru kali ini ada capres yg mau peluk orang papua mencium tangan anakanak papua biar rakyat yang menilai  gak ngaruh tetap all in prabowo istirahat£ anies deserve better abahanies cakimin,kali peluk mencium tangan anakanak rakyat menilai gak ngaruh all in istirahat£ deserve better cakimin,"['kali', 'peluk', 'mencium', 'tangan', 'anakanak', 'rakyat', 'menilai', 'gak', 'ngaruh', 'all', 'in', 'istirahat£', 'deserve', 'better', 'cakimin']","['kali', 'peluk', 'mencium', 'tangan', 'anakanak', 'rakyat', 'menilai', 'enggak', 'ngaruh', 'all', 'ini', 'istirahat£', 'deserve', 'better', 'cakimin']",kali peluk cium tangan anakanak rakyat nilai enggak ngaruh all ini istirahat deserve better cakimin,Politik
50,rt yang sudah yakin vote aniesmuhaimin pada  februari  silahkan retweet nakesdesakanies,vote februari silahkan retweet,"['vote', 'februari', 'silahkan', 'retweet']","['vote', 'februari', 'silakan', 'retweet']",vote februari sila retweet,Politik
52,rt video ini direkam  april  dlm acara mengadili anies apakah jd presiden adalah cita cita anies value pikiran yg dibawa dlm gagasan pak anies memang pemikiran seorang negarawan dari dulu jarang kita dengar  macam beliau dinegeri ini guys aminajadulu,video direkam april dlm acara mengadili jd cita cita value pikiran dibawa dlm gagasan pemikiran negarawan jarang dengar dinegeri guys,"['video', 'direkam', 'april', 'dlm', 'acara', 'mengadili', 'jd', 'cita', 'cita', 'value', 'pikiran', 'dibawa', 'dlm', 'gagasan', 'pemikiran', 'negarawan', 'jarang', 'dengar', 'dinegeri', 'guys']","['video', 'direkam', 'april', 'dalam', 'acara', 'mengadili', 'jadi', 'cita', 'cita', 'value', 'pikiran', 'dibawa', 'dalam', 'gagasan', 'pemikiran', 'negarawan', 'jarang', 'dengar', 'dinegeri', 'guys']",video rekam april dalam acara adil jadi cita cita value pikir bawa dalam gagas pikir negarawan jarang dengar negeri guys,Politik
53,pak ganjar dan prof mahfud memperoleh dukungan luas karena keberanian mereka dalam menghadapi dinamika  yang tidak terduga   dulujokowisekarangganjar,memperoleh dukungan luas keberanian menghadapi dinamika terduga,"['memperoleh', 'dukungan', 'luas', 'keberanian', 'menghadapi', 'dinamika', 'terduga']","['memperoleh', 'dukungan', 'luas', 'keberanian', 'menghadapi', 'dinamika', 'terduga']",oleh dukung luas berani hadap dinamika duga,Politik
54,rt jk ungkap sebab tanah bob hasan bisa dimiliki prabowo,jk tanah bob hasan dimiliki,"['jk', 'tanah', 'bob', 'hasan', 'dimiliki']","['jika', 'tanah', 'bob', 'hasan', 'dimiliki']",jika tanah bob hasan milik,Politik
55,rt sekarang bawaslu malah terkesan yg membenarkan kegiatan paslon  kunjungan prabowo ke cilincing yg diwarnai  uang  dianggap kunjungan sebagai menhan oleh bawaslu terserah klean lah‚,bawaslu terkesan membenarkan kegiatan kunjungan cilincing diwarnai uang dianggap kunjungan menhan bawaslu terserah klean lah‚,"['bawaslu', 'terkesan', 'membenarkan', 'kegiatan', 'kunjungan', 'cilincing', 'diwarnai', 'uang', 'dianggap', 'kunjungan', 'menhan', 'bawaslu', 'terserah', 'klean', 'lah‚']","['bawaslu', 'terkesan', 'membenarkan', 'kegiatan', 'kunjungan', 'cilincing', 'diwarnai', 'uang', 'dianggap', 'kunjungan', 'menhan', 'bawaslu', 'terserah', 'klean', 'lah‚']",bawaslu kes benar giat kunjung cilincing warna uang anggap kunjung menhan bawaslu serah klean lah,Politik
56,rt pak prabowo adalah tipe seseorang yang lebih suka menunjukkan bukti kinerjanya daripada sekedar omong kosong belaka kinerjabukanomonomon,tipe suka bukti kinerjanya sekedar omong kosong belaka kinerjabukanomonomon,"['tipe', 'suka', 'bukti', 'kinerjanya', 'sekedar', 'omong', 'kosong', 'belaka', 'kinerjabukanomonomon']","['tipe', 'suka', 'bukti', 'kinerjanya', 'sekedar', 'omong', 'kosong', 'belaka', 'kinerjabukanomonomon']",tipe suka bukti kerja dar omong kosong belaka kinerjabukanomonomon,Politik
58,rt jawaban pak anies di luar prediksiulama dari madura jawa timur sampai terkagum kagum dengan pak anies bahkan ulama madura yg bernama bapak kyai fattah mengaku kalah setelah menyimak jawaban dari pak anies di acara cifp  yg lalu,prediksiulama madura terkagum kagum ulama madura bernama kyai fattah mengaku kalah menyimak acara cifp,"['prediksiulama', 'madura', 'terkagum', 'kagum', 'ulama', 'madura', 'bernama', 'kyai', 'fattah', 'mengaku', 'kalah', 'menyimak', 'acara', 'cifp']","['prediksiulama', 'madura', 'terkagum', 'kagum', 'ulama', 'madura', 'bernama', 'kyai', 'fattah', 'mengaku', 'kalah', 'menyimak', 'acara', 'cifp']",prediksiulama madura kagum kagum ulama madura nama kyai fattah aku kalah simak acara cifp,Politik
59,nelayan butuh tindakan nyata ganjar pranowo mahfud md bersama kita hadirkan solusi terbaik nelayansolusinyata jnk ganjarmahfudrebound ganjarpranowopilihanumat,nelayan butuh tindakan nyata hadirkan solusi terbaik nelayansolusinyata,"['nelayan', 'butuh', 'tindakan', 'nyata', 'hadirkan', 'solusi', 'terbaik', 'nelayansolusinyata']","['nelayan', 'butuh', 'tindakan', 'nyata', 'hadirkan', 'solusi', 'terbaik', 'nelayansolusinyata']",nelayan butuh tindak nyata hadir solusi baik nelayansolusinyata,Politik
60,rt  sewaktu anies bersikap kritis ke kinerja pak prabowo dianggap engga sopan karena dianggap kurang menghormati orang tua giliran skrg gibran yg tengil dan sok kritis malah dianggap kritis dan keras apakah ini tidak standar ganda,bersikap kritis kinerja dianggap sopan dianggap menghormati tua giliran tengil sok kritis dianggap kritis keras standar ganda,"['bersikap', 'kritis', 'kinerja', 'dianggap', 'sopan', 'dianggap', 'menghormati', 'tua', 'giliran', 'tengil', 'sok', 'kritis', 'dianggap', 'kritis', 'keras', 'standar', 'ganda']","['bersikap', 'kritis', 'kinerja', 'dianggap', 'sopan', 'dianggap', 'menghormati', 'tua', 'giliran', 'tengil', 'sok', 'kritis', 'dianggap', 'kritis', 'keras', 'standar', 'ganda']",sikap kritis kerja anggap sopan anggap hormat tua gilir tengil sok kritis anggap kritis keras standar ganda,Politik
61,ganjar pranowo dengan tindakan positifnya menunjukkan keberaniannya dalam menjaga keamanan nasional dengan mendukung cyber force,tindakan positifnya keberaniannya menjaga keamanan nasional mendukung cyber force,"['tindakan', 'positifnya', 'keberaniannya', 'menjaga', 'keamanan', 'nasional', 'mendukung', 'cyber', 'force']","['tindakan', 'positifnya', 'keberaniannya', 'menjaga', 'keamanan', 'nasional', 'mendukung', 'cyber', 'force']",tindak positif berani jaga aman nasional dukung cyber force,Pertahanan dan Keamanan
62,rt batam hari ini pecah suasana pasar tos  batam saat pak anies baswedan berkunjung para warga sekitar menyambut dan meneriakkan anies presiden,batam pecah suasana pasar tos batam berkunjung warga menyambut meneriakkan,"['batam', 'pecah', 'suasana', 'pasar', 'tos', 'batam', 'berkunjung', 'warga', 'menyambut', 'meneriakkan']","['batam', 'pecah', 'suasana', 'pasar', 'tos', 'batam', 'berkunjung', 'warga', 'menyambut', 'meneriakkan']",batam pecah suasana pasar tos batam kunjung warga sambut teriak,Politik
63,rt bukan cuma dalam debat semalam pak  tidak mau  imformasi pertahanan tp di rdp dgn komisi i dpr pun beliau menolak rapat terbuka dan bertahan spy rapat tertutup apalagi ngadepin  capres sok tau ga mungkin dibuka,semalam imformasi pertahanan rdp komisi i dpr menolak rapat terbuka bertahan rapat tertutup ngadepin sok ga dibuka,"['semalam', 'imformasi', 'pertahanan', 'rdp', 'komisi', 'i', 'dpr', 'menolak', 'rapat', 'terbuka', 'bertahan', 'rapat', 'tertutup', 'ngadepin', 'sok', 'ga', 'dibuka']","['semalam', 'imformasi', 'pertahanan', 'rdp', 'komisi', 'i', 'dpr', 'menolak', 'rapat', 'terbuka', 'bertahan', 'rapat', 'tertutup', 'ngadepin', 'sok', 'enggak', 'dibuka']",malam imformasi tahan rdp komisi i dpr tolak rapat buka tahan rapat tutup ngadepin sok enggak buka,Pertahanan dan Keamanan
64,rt anies itu prestasinya di jakarta banyak sekali dan gemilang walaupun tidak didukung pemerintah pusat dan cenderung dihambat tapi kenapa ada framing jahat anies nggak bisa kerja,prestasinya gemilang didukung pemerintah pusat cenderung dihambat framing jahat nggak kerja,"['prestasinya', 'gemilang', 'didukung', 'pemerintah', 'pusat', 'cenderung', 'dihambat', 'framing', 'jahat', 'nggak', 'kerja']","['prestasinya', 'gemilang', 'didukung', 'pemerintah', 'pusat', 'cenderung', 'dihambat', 'framing', 'jahat', 'enggak', 'kerja']",prestasi gemilang dukung perintah pusat cenderung hambat framing jahat enggak kerja,Politik
65,rt konsisten selama ini bersuara melawan radikalisme dan intoleransi yg pilih prabowo ternyata cuma omon omon dianggap tokoh paling toleran masyarakat lintas etnis kalbar kompak dukung ganjar pontianak  ribuan masyarakat lintas etnis sekalimantan barat berkumpul di hotel golden tulip pontianak rabu  ada perwakilan dari tokoh dayak tionghoa papua jawa minang batak madura dan lainnya selamat datang di kota khatulistiwa pak ganjar kami sangat bangga bapak datang ke sini ucap beberapa tokoh adat dan etnis menyambut ganjar ketua dewan pembina dewan adat daerah dad kalbar yang juga ketua tim pemenangan daerah tpd ganjar mahfud di kalbar lazarus mengatakan masyarakat kalbar sangat antusias menyambut ganjar kehadiran para tokoh dan ketua organisasi etnis di tempat itu menjadi bukti bahwa mereka sepakat mendukung ganjar mahfud semua tokoh adat berkumpul di sini ini mewakili seluruh organisasi dari kelompok etnis dan adat di kalimantan barat kami semua mendukung pak ganjar kami siap memenangkan bapak di kalbar ucap lazarus disambut teriakan kompak ribuan masyarakat adat kalbar ganjar presiden ganjar mahfud menang menang menang teriak mereka kompak seorang tokoh adat dayak henusa mengatakan masyarakat lintas etnis kalbar kompak mendukung ganjar karena ia dianggap sebagai tokoh paling toleran selama menjadi anggota dpr ri dan gubernur jateng dua periode ganjar bisa melakukan harmonisasi untuk itulah kami mengidolakan dan mendukung pak ganjar menjadi presiden  karena di tangan beliau kasuskasus intoleransi di indonesia bisa dihilangkan ucapnya sementara itu ganjar menyambut baik dukungan dari masyarakat lintas etnis kalbar dan mengucapkan terima kasih menurutnya apapun hasil pilpres mendatang toleransi di indonesia harus terus terjaga dan kalbar adalah contoh daerah paling toleran di mana di kalbar ada satu kota yang dinobatkan sebagai kota paling toleran seindonesia yakni singkawang ucapnya,konsisten bersuara melawan radikalisme intoleransi pilih omon omon dianggap tokoh toleran masyarakat lintas etnis kalbar kompak pontianak ribuan masyarakat lintas etnis sekalimantan berkumpul hotel golden tulip pontianak rabu perwakilan tokoh dayak tionghoa minang batak madura selamat kota khatulistiwa bangga tokoh adat etnis menyambut dewan pembina dewan adat daerah dad kalbar pemenangan daerah tpd kalbar lazarus masyarakat kalbar antusias menyambut kehadiran tokoh organisasi etnis bukti sepakat mendukung tokoh adat berkumpul mewakili organisasi kelompok etnis adat kalimantan mendukung memenangkan kalbar lazarus disambut teriakan kompak ribuan masyarakat adat kalbar teriak kompak tokoh adat dayak henusa masyarakat lintas etnis kalbar kompak mendukung dianggap tokoh toleran anggota dpr gubernur jateng periode harmonisasi mengidolakan mendukung tangan kasuskasus intoleransi dihilangkan menyambut dukungan masyarakat lintas etnis kalbar terima menurutnya apapun hasil toleransi terjaga kalbar contoh daerah toleran kalbar kota dinobatkan kota toleran seindonesia singkawang,"['konsisten', 'bersuara', 'melawan', 'radikalisme', 'intoleransi', 'pilih', 'omon', 'omon', 'dianggap', 'tokoh', 'toleran', 'masyarakat', 'lintas', 'etnis', 'kalbar', 'kompak', 'pontianak', 'ribuan', 'masyarakat', 'lintas', 'etnis', 'sekalimantan', 'berkumpul', 'hotel', 'golden', 'tulip', 'pontianak', 'rabu', 'perwakilan', 'tokoh', 'dayak', 'tionghoa', 'minang', 'batak', 'madura', 'selamat', 'kota', 'khatulistiwa', 'bangga', 'tokoh', 'adat', 'etnis', 'menyambut', 'dewan', 'pembina', 'dewan', 'adat', 'daerah', 'dad', 'kalbar', 'pemenangan', 'daerah', 'tpd', 'kalbar', 'lazarus', 'masyarakat', 'kalbar', 'antusias', 'menyambut', 'kehadiran', 'tokoh', 'organisasi', 'etnis', 'bukti', 'sepakat', 'mendukung', 'tokoh', 'adat', 'berkumpul', 'mewakili', 'organisasi', 'kelompok', 'etnis', 'adat', 'kalimantan', 'mendukung', 'memenangkan', 'kalbar', 'lazarus', 'disambut', 'teriakan', 'kompak', 'ribuan', 'masyarakat', 'adat', 'kalbar', 'teriak', 'kompak', 'tokoh', 'adat', 'dayak', 'henusa', 'masyarakat', 'lintas', 'etnis', 'kalbar', 'kompak', 'mendukung', 'dianggap', 'tokoh', 'toleran', 'anggota', 'dpr', 'gubernur', 'jateng', 'periode', 'harmonisasi', 'mengidolakan', 'mendukung', 'tangan', 'kasuskasus', 'intoleransi', 'dihilangkan', 'menyambut', 'dukungan', 'masyarakat', 'lintas', 'etnis', 'kalbar', 'terima', 'menurutnya', 'apapun', 'hasil', 'toleransi', 'terjaga', 'kalbar', 'contoh', 'daerah', 'toleran', 'kalbar', 'kota', 'dinobatkan', 'kota', 'toleran', 'seindonesia', 'singkawang']","['konsisten', 'bersuara', 'melawan', 'radikalisme', 'intoleransi', 'pilih', 'omon', 'omon', 'dianggap', 'tokoh', 'toleran', 'masyarakat', 'lintas', 'etnis', 'kalbar', 'kompak', 'pontianak', 'ribuan', 'masyarakat', 'lintas', 'etnis', 'sekalimantan', 'berkumpul', 'hotel', 'golden', 'tulip', 'pontianak', 'rabu', 'perwakilan', 'tokoh', 'dayak', 'tionghoa', 'minang', 'batak', 'madura', 'selamat', 'kota', 'khatulistiwa', 'bangga', 'tokoh', 'adat', 'etnis', 'menyambut', 'dewan', 'pembina', 'dewan', 'adat', 'daerah', 'dad', 'kalbar', 'pemenangan', 'daerah', 'tpd', 'kalbar', 'lazarus', 'masyarakat', 'kalbar', 'antusias', 'menyambut', 'kehadiran', 'tokoh', 'organisasi', 'etnis', 'bukti', 'sepakat', 'mendukung', 'tokoh', 'adat', 'berkumpul', 'mewakili', 'organisasi', 'kelompok', 'etnis', 'adat', 'kalimantan', 'mendukung', 'memenangkan', 'kalbar', 'lazarus', 'disambut', 'teriakan', 'kompak', 'ribuan', 'masyarakat', 'adat', 'kalbar', 'teriak', 'kompak', 'tokoh', 'adat', 'dayak', 'henusa', 'masyarakat', 'lintas', 'etnis', 'kalbar', 'kompak', 'mendukung', 'dianggap', 'tokoh', 'toleran', 'anggota', 'dpr', 'gubernur', 'jateng', 'periode', 'harmonisasi', 'mengidolakan', 'mendukung', 'tangan', 'kasuskasus', 'intoleransi', 'dihilangkan', 'menyambut', 'dukungan', 'masyarakat', 'lintas', 'etnis', 'kalbar', 'terima', 'menurutnya', 'apapun', 'hasil', 'toleransi', 'terjaga', 'kalbar', 'contoh', 'daerah', 'toleran', 'kalbar', 'kota', 'dinobatkan', 'kota', 'toleran', 'seindonesia', 'singkawang']",konsisten suara lawan radikalisme intoleransi pilih omon omon anggap tokoh toleran masyarakat lintas etnis kalbar kompak pontianak ribu masyarakat lintas etnis sekalimantan kumpul hotel golden tulip pontianak rabu wakil tokoh dayak tionghoa mang batak madura selamat kota khatulistiwa bangga tokoh adat etnis sambut dewan bina dewan adat daerah dad kalbar menang daerah tpd kalbar lazarus masyarakat kalbar antusias sambut hadir tokoh organisasi etnis bukti sepakat dukung tokoh adat kumpul wakil organisasi kelompok etnis adat kalimantan dukung menang kalbar lazarus sambut ria kompak ribu masyarakat adat kalbar teriak kompak tokoh adat dayak henusa masyarakat lintas etnis kalbar kompak dukung anggap tokoh toleran anggota dpr gubernur jateng periode harmonisasi idola dukung tangan kasuskasus intoleransi hilang sambut dukung masyarakat lintas etnis kalbar terima turut apa hasil toleransi jaga kalbar contoh daerah toleran kalbar kota nobat kota toleran indonesia singkawang,Demografi
66,rt koneksi internet menjadi kebutuhan pokok bagi masyarakat indonesia dalam menjalankan aktivitas seharihari paslon  ganjarmahfud menegaskan komitmennya untuk menghadirkan internet yang kuat cepat dan murah bagi seluruh masyarakat indonesia  sahabatganjar,koneksi internet kebutuhan pokok masyarakat menjalankan aktivitas seharihari komitmennya menghadirkan internet kuat cepat murah masyarakat sahabatganjar,"['koneksi', 'internet', 'kebutuhan', 'pokok', 'masyarakat', 'menjalankan', 'aktivitas', 'seharihari', 'komitmennya', 'menghadirkan', 'internet', 'kuat', 'cepat', 'murah', 'masyarakat', 'sahabatganjar']","['koneksi', 'internet', 'kebutuhan', 'pokok', 'masyarakat', 'menjalankan', 'aktivitas', 'seharihari', 'komitmennya', 'menghadirkan', 'internet', 'kuat', 'cepat', 'murah', 'masyarakat', 'sahabatganjar']",koneksi internet butuh pokok masyarakat jalan aktivitas seharihari komitmen hadir internet kuat cepat murah masyarakat sahabatganjar,Ekonomi
68,rt isu palestina tidak penting bagi prabowo tidak ada keberpihakan amp kepedulian untuk menegakkan konstitusi makin kelihatan watak aslinya,isu palestina keberpihakan kepedulian menegakkan konstitusi watak aslinya,"['isu', 'palestina', 'keberpihakan', 'kepedulian', 'menegakkan', 'konstitusi', 'watak', 'aslinya']","['isu', 'palestina', 'keberpihakan', 'kepedulian', 'menegakkan', 'konstitusi', 'watak', 'aslinya']",isu palestina pihak peduli tegak konstitusi watak asli,Politik
69,rt acara belum mulai pendukung anies sudah ramaikan lokasi kampanye,acara pendukung ramaikan lokasi kampanye,"['acara', 'pendukung', 'ramaikan', 'lokasi', 'kampanye']","['acara', 'pendukung', 'ramaikan', 'lokasi', 'kampanye']",acara dukung ramai lokasi kampanye,Politik
